timestamp,session_id,validation_type,liquid_type,density_used,target_volume_ml,measured_volume_ml,accuracy_pct,replicate_number,volume_index,source_vial,destination_vial,aspirate_speed,dispense_speed,retract_speed,blowout_speed,aspirate_wait_time,dispense_wait_time,post_retract_wait_time,overaspirate_vol,pre_asp_air_vol,post_asp_air_vol,blowout_vol,asp_disp_cycles
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.004181818181818124,-16.363636363637514,49,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.00463636363636252,-7.2727272727496,50,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_160109,4481cd73,vial_to_vial,water,1.0,0.02,0.019700000000000273,-1.4999999999986378,1,0,SDS_stock,SDS_stock,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_160109,4481cd73,vial_to_vial,water,1.0,0.02,0.019300000000001205,-3.499999999993977,2,0,SDS_stock,SDS_stock,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_160109,4481cd73,vial_to_vial,water,1.0,0.02,0.0194599999999987,-2.7000000000064994,3,0,SDS_stock,SDS_stock,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_160109,4481cd73,vial_to_vial,water,1.0,0.05,0.04829999999999757,-3.400000000004871,1,1,SDS_stock,SDS_stock,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_160109,4481cd73,vial_to_vial,water,1.0,0.05,0.050799999999998846,1.5999999999976866,2,1,SDS_stock,SDS_stock,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_160109,4481cd73,vial_to_vial,water,1.0,0.05,0.05070000000000263,1.4000000000052581,3,1,SDS_stock,SDS_stock,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_160109,4481cd73,vial_to_vial,water,1.0,0.1,0.10099999999999909,0.999999999999085,1,2,SDS_stock,SDS_stock,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_160109,4481cd73,vial_to_vial,water,1.0,0.1,0.10229999999999961,2.299999999999608,2,2,SDS_stock,SDS_stock,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_160109,4481cd73,vial_to_vial,water,1.0,0.1,0.10170000000000101,1.7000000000010063,3,2,SDS_stock,SDS_stock,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_160109,4481cd73,vial_to_vial,water,1.0,0.15,0.15300000000000225,2.0000000000015006,1,3,SDS_stock,SDS_stock,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_160109,4481cd73,vial_to_vial,water,1.0,0.15,0.15350000000000108,2.3333333333340573,2,3,SDS_stock,SDS_stock,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_160109,4481cd73,vial_to_vial,water,1.0,0.15,0.15360000000000085,2.4000000000005683,3,3,SDS_stock,SDS_stock,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_160109,4481cd73,vial_to_vial,water,1.0,0.15,0.1493000000000002,-0.4666666666665228,1,3,SDS_stock,SDS_stock,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_160109,4481cd73,vial_to_vial,water,1.0,0.15,0.1493000000000002,-0.4666666666665228,2,3,SDS_stock,SDS_stock,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_160109,4481cd73,vial_to_vial,water,1.0,0.15,0.14949999999999974,-0.3333333333335002,3,3,SDS_stock,SDS_stock,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_160109,4481cd73,vial_to_vial,water,1.0,0.15,0.1498999999999988,-0.066666666667455,1,3,SDS_stock,SDS_stock,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_160109,4481cd73,vial_to_vial,water,1.0,0.15,0.1498999999999988,-0.066666666667455,2,3,SDS_stock,SDS_stock,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_160109,4481cd73,vial_to_vial,water,1.0,0.15,0.1495999999999995,-0.2666666666669889,3,3,SDS_stock,SDS_stock,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_160639,dfa1ff87,vial_to_vial,water,1.0,0.2,0.20149999999999935,0.7499999999996676,1,0,SDS_stock,SDS_stock,8,14,10,8,0.0,3.5437186,0.0,0.010501216000000006,0.0,0.010581106,0.016158898,0
20260312_160639,dfa1ff87,vial_to_vial,water,1.0,0.2,0.19976000000000482,-0.11999999999759425,2,0,SDS_stock,SDS_stock,8,14,10,8,0.0,3.5437186,0.0,0.010501216000000006,0.0,0.010581106,0.016158898,0
20260312_160639,dfa1ff87,vial_to_vial,water,1.0,0.2,0.20009999999999906,0.04999999999952265,3,0,SDS_stock,SDS_stock,8,14,10,8,0.0,3.5437186,0.0,0.010501216000000006,0.0,0.010581106,0.016158898,0
20260312_160639,dfa1ff87,vial_to_vial,water,1.0,0.5,0.5010999999999992,0.21999999999984254,1,1,SDS_stock,SDS_stock,8,14,10,8,0.0,3.5437186,0.0,0.010501216000000006,0.0,0.010581106,0.016158898,0
20260312_160639,dfa1ff87,vial_to_vial,water,1.0,0.5,0.5003000000000011,0.06000000000021544,2,1,SDS_stock,SDS_stock,8,14,10,8,0.0,3.5437186,0.0,0.010501216000000006,0.0,0.010581106,0.016158898,0
20260312_160639,dfa1ff87,vial_to_vial,water,1.0,0.5,0.4997000000000007,-0.059999999999860165,3,1,SDS_stock,SDS_stock,8,14,10,8,0.0,3.5437186,0.0,0.010501216000000006,0.0,0.010581106,0.016158898,0
20260312_160639,dfa1ff87,vial_to_vial,water,1.0,0.9,0.8996000000000013,-0.04444444444430385,1,2,SDS_stock,SDS_stock,8,14,10,8,0.0,3.5437186,0.0,0.010501216000000006,0.0,0.010581106,0.016158898,0
20260312_160639,dfa1ff87,vial_to_vial,water,1.0,0.9,0.8986000000000001,-0.15555555555555076,2,2,SDS_stock,SDS_stock,8,14,10,8,0.0,3.5437186,0.0,0.010501216000000006,0.0,0.010581106,0.016158898,0
20260312_160639,dfa1ff87,vial_to_vial,water,1.0,0.9,0.8986999999999998,-0.14444444444446553,3,2,SDS_stock,SDS_stock,8,14,10,8,0.0,3.5437186,0.0,0.010501216000000006,0.0,0.010581106,0.016158898,0
20260313_114512,7cd7da46,vial_to_vial,water,1.0,0.02,0.01964999999999506,-1.7500000000247005,1,0,water,water,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260313_114512,7cd7da46,vial_to_vial,water,1.0,0.02,0.020100000000002893,0.5000000000144645,2,0,water,water,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260313_114512,7cd7da46,vial_to_vial,water,1.0,0.02,0.020100000000002893,0.5000000000144645,3,0,water,water,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260313_114512,7cd7da46,vial_to_vial,water,1.0,0.05,0.04900000000000304,-1.9999999999939233,1,1,water,water,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260313_114512,7cd7da46,vial_to_vial,water,1.0,0.05,0.04910000000000281,-1.7999999999943894,2,1,water,water,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260313_114512,7cd7da46,vial_to_vial,water,1.0,0.05,0.049500000000001876,-0.9999999999962539,3,1,water,water,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260313_114512,7cd7da46,vial_to_vial,water,1.0,0.1,0.09880000000000067,-1.1999999999993405,1,2,water,water,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260313_114512,7cd7da46,vial_to_vial,water,1.0,0.1,0.09869999999999735,-1.3000000000026601,2,2,water,water,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260313_114512,7cd7da46,vial_to_vial,water,1.0,0.1,0.09879999999999711,-1.2000000000028932,3,2,water,water,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260313_114512,7cd7da46,vial_to_vial,water,1.0,0.15,0.14910000000000068,-0.5999999999995453,1,3,water,water,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260313_114512,7cd7da46,vial_to_vial,water,1.0,0.15,0.14964000000000155,-0.23999999999896326,2,3,water,water,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260313_114512,7cd7da46,vial_to_vial,water,1.0,0.15,0.14910000000000068,-0.5999999999995453,3,3,water,water,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260313_114935,1a5f0de9,vial_to_vial,water,1.0,0.2,0.20172500000000326,0.8625000000016259,1,0,water,water,8,14,10,8,0.0,3.5437186,0.0,0.010501216000000006,0.0,0.010581106,0.016158898,0
20260313_114935,1a5f0de9,vial_to_vial,water,1.0,0.2,0.1968999999999994,-1.5500000000003011,2,0,water,water,8,14,10,8,0.0,3.5437186,0.0,0.010501216000000006,0.0,0.010581106,0.016158898,0
20260313_114935,1a5f0de9,vial_to_vial,water,1.0,0.2,0.2027000000000001,1.3500000000000456,3,0,water,water,8,14,10,8,0.0,3.5437186,0.0,0.010501216000000006,0.0,0.010581106,0.016158898,0
20260313_114935,1a5f0de9,vial_to_vial,water,1.0,0.5,0.49350000000000094,-1.2999999999998124,1,1,water,water,8,14,10,8,0.0,3.5437186,0.0,0.010501216000000006,0.0,0.010581106,0.016158898,0
20260313_114935,1a5f0de9,vial_to_vial,water,1.0,0.5,0.5003199999999985,0.06399999999970873,2,1,water,water,8,14,10,8,0.0,3.5437186,0.0,0.010501216000000006,0.0,0.010581106,0.016158898,0
20260313_114935,1a5f0de9,vial_to_vial,water,1.0,0.5,0.5005999999999986,0.11999999999972033,3,1,water,water,8,14,10,8,0.0,3.5437186,0.0,0.010501216000000006,0.0,0.010581106,0.016158898,0
20260313_114935,1a5f0de9,vial_to_vial,water,1.0,0.9,0.8897999999999993,-1.1333333333334183,1,2,water,water,8,14,10,8,0.0,3.5437186,0.0,0.010501216000000006,0.0,0.010581106,0.016158898,0
20260313_114935,1a5f0de9,vial_to_vial,water,1.0,0.9,0.8909000000000002,-1.011111111111086,2,2,water,water,8,14,10,8,0.0,3.5437186,0.0,0.010501216000000006,0.0,0.010581106,0.016158898,0
20260313_114935,1a5f0de9,vial_to_vial,water,1.0,0.9,0.8984766666666673,-0.1692592592591962,3,2,water,water,8,14,10,8,0.0,3.5437186,0.0,0.010501216000000006,0.0,0.010581106,0.016158898,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.005636363636363419,12.727272727268371,1,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.005090909090906915,1.8181818181382987,2,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.00554545454545454,10.909090909090798,3,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.00554545454545454,10.909090909090798,4,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.0054545454545456605,9.09090909091321,5,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.003109090909092706,-37.81818181814588,6,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.005181818181819024,3.6363636363804726,7,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.0024545454545429634,-50.90909090914073,8,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.005636363636363419,12.727272727268371,9,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.004000000000000367,-19.999999999992664,10,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.005181818181819024,3.6363636363804726,11,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.0037272727272737293,-25.45454545452542,12,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.005218181818181284,4.363636363625671,13,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.0035454545454559716,-29.09090909088057,14,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.005363636363636782,7.272727272735635,15,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.005181818181819024,3.6363636363804726,16,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.005181818181819024,3.6363636363804726,17,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.0052727272727311324,5.454545454622647,18,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.0049999999999980355,-3.929148673087468e-11,19,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.005254545454546773,5.090909090935455,20,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.004909090909089157,-1.8181818182168643,21,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.005090909090906915,1.8181818181382987,22,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.005090909090906915,1.8181818181382987,23,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.005181818181815794,3.636363636315872,24,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.005181818181819024,3.6363636363804726,25,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.005272727272727902,5.454545454558046,26,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.005000000000001266,2.5309615514501616e-11,27,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.004909090909089157,-1.8181818182168643,28,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.004909090909089157,-1.8181818182168643,29,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.005090909090906915,1.8181818181382987,30,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.005000000000001266,2.5309615514501616e-11,31,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.004872727272723668,-2.5454545455266473,32,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.005090909090906915,1.8181818181382987,33,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.004909090909089157,-1.8181818182168643,34,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.004909090909089157,-1.8181818182168643,35,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.0049999999999980355,-3.929148673087468e-11,36,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.004909090909089157,-1.8181818182168643,37,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.005090909090910145,1.8181818182029,38,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.004000000000003596,-19.99999999992808,39,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.004977272727273239,-0.45454545453522954,40,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.005090909090910145,1.8181818182029,41,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.0049999999999980355,-3.929148673087468e-11,42,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.005000000000001266,2.5309615514501616e-11,43,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.004909090909089157,-1.8181818182168643,44,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.004818181818180278,-3.6363636363944374,45,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.004909090909092387,-1.8181818181522633,46,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.004909090909092387,-1.8181818181522633,47,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.004909090909092387,-1.8181818181522633,48,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.005136363636362969,2.727272727259377,49,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_115402,f70250bf,vial_to_vial,DMSO,1.1,0.005,0.004818181818180278,-3.6363636363944374,50,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260313_120737,6b02bf02,vial_to_vial,water,1.0,0.02,0.020600000000001728,3.000000000008638,1,0,TTAB_stock,TTAB_stock,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260313_120737,6b02bf02,vial_to_vial,water,1.0,0.02,0.020600000000001728,3.000000000008638,2,0,TTAB_stock,TTAB_stock,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260313_120737,6b02bf02,vial_to_vial,water,1.0,0.02,0.020299999999998875,1.4999999999943705,3,0,TTAB_stock,TTAB_stock,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260313_120737,6b02bf02,vial_to_vial,water,1.0,0.05,0.04919999999999902,-1.600000000001961,1,1,TTAB_stock,TTAB_stock,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260313_120737,6b02bf02,vial_to_vial,water,1.0,0.05,0.04989999999999739,-0.20000000000522378,2,1,TTAB_stock,TTAB_stock,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260313_120737,6b02bf02,vial_to_vial,water,1.0,0.05,0.0503399999999985,0.6799999999969886,3,1,TTAB_stock,TTAB_stock,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260313_120737,6b02bf02,vial_to_vial,water,1.0,0.1,0.09890000000000043,-1.0999999999995735,1,2,TTAB_stock,TTAB_stock,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260313_120737,6b02bf02,vial_to_vial,water,1.0,0.1,0.0992999999999995,-0.7000000000005058,2,2,TTAB_stock,TTAB_stock,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260313_120737,6b02bf02,vial_to_vial,water,1.0,0.1,0.09940000000000282,-0.5999999999971861,3,2,TTAB_stock,TTAB_stock,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260313_120737,6b02bf02,vial_to_vial,water,1.0,0.15,0.14939999999999998,-0.40000000000001146,1,3,TTAB_stock,TTAB_stock,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260313_120737,6b02bf02,vial_to_vial,water,1.0,0.15,0.1501000000000019,0.06666666666793608,2,3,TTAB_stock,TTAB_stock,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260313_120737,6b02bf02,vial_to_vial,water,1.0,0.15,0.15060000000000073,0.4000000000004926,3,3,TTAB_stock,TTAB_stock,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260313_121133,e97c8381,vial_to_vial,water,1.0,0.2,0.19640000000000057,-1.7999999999997185,1,0,TTAB_stock,TTAB_stock,8,14,10,8,0.0,3.5437186,0.0,0.010501216000000006,0.0,0.010581106,0.016158898,0
20260313_121133,e97c8381,vial_to_vial,water,1.0,0.2,0.19499999999999673,-2.5000000000016396,2,0,TTAB_stock,TTAB_stock,8,14,10,8,0.0,3.5437186,0.0,0.010501216000000006,0.0,0.010581106,0.016158898,0
20260313_121133,e97c8381,vial_to_vial,water,1.0,0.2,0.1899000000000015,-5.049999999999249,3,0,TTAB_stock,TTAB_stock,8,14,10,8,0.0,3.5437186,0.0,0.010501216000000006,0.0,0.010581106,0.016158898,0
20260313_121133,e97c8381,vial_to_vial,water,1.0,0.5,0.49332000000000065,-1.3359999999998706,1,1,TTAB_stock,TTAB_stock,8,14,10,8,0.0,3.5437186,0.0,0.010501216000000006,0.0,0.010581106,0.016158898,0
20260313_121133,e97c8381,vial_to_vial,water,1.0,0.5,0.4994000000000014,-0.11999999999972033,2,1,TTAB_stock,TTAB_stock,8,14,10,8,0.0,3.5437186,0.0,0.010501216000000006,0.0,0.010581106,0.016158898,0
20260313_121133,e97c8381,vial_to_vial,water,1.0,0.5,0.4981000000000009,-0.3799999999998249,3,1,TTAB_stock,TTAB_stock,8,14,10,8,0.0,3.5437186,0.0,0.010501216000000006,0.0,0.010581106,0.016158898,0
20260313_121133,e97c8381,vial_to_vial,water,1.0,0.9,0.8926599999999993,-0.815555555555631,1,2,TTAB_stock,TTAB_stock,8,14,10,8,0.0,3.5437186,0.0,0.010501216000000006,0.0,0.010581106,0.016158898,0
